PAN010.chr1.haplotype2:119202978-121199559	PAN027.chr1.maternal:118592834-120589404	PAN028.chr1.haplotype2:118613717-120610301
PAN010.chr1.haplotype2:121845600-126923664	PAN027.chr1.maternal:121235446-126306691	PAN028.chr1.haplotype2:121256350-126334415
PAN010.chr1.haplotype2:126902603-128010524	PAN027.chr1.maternal:126285630-127393552	PAN028.chr1.haplotype2:126313354-127421275
PAN010.chr1.haplotype2:127987273-128004805	PAN027.chr1.maternal:127370301-127387833	PAN028.chr1.haplotype2:127398024-127415556
PAN010.chr1.haplotype2:128616053-128936256	PAN027.chr1.maternal:127999081-128319284	PAN028.chr1.haplotype2:128026806-128347009
PAN010.chr1.haplotype2:128942169-129034531	PAN027.chr1.maternal:128325197-128417559	PAN028.chr1.haplotype2:128352922-128445284
PAN010.chr1.haplotype2:129012913-129190847	PAN027.chr1.maternal:128395939-128573875	PAN028.chr1.haplotype2:128423666-128601600
PAN010.chr1.haplotype2:129171526-129270092	PAN027.chr1.maternal:128554554-128653121	PAN028.chr1.haplotype2:128582279-128680845
PAN010.chr1.haplotype2:129258557-133754443	PAN027.chr1.maternal:128641585-133135696	PAN028.chr1.haplotype2:128669310-133161031
PAN010.chr1.haplotype2:133732569-134632415	PAN027.chr1.maternal:133113822-134011892	PAN028.chr1.haplotype2:133139010-134037226
PAN010.chr1.haplotype2:133733528-133752860	PAN027.chr1.maternal:133114793-133134113	PAN028.chr1.haplotype2:133140116-133159448
PAN010.chr1.haplotype2:134333107-134411258	PAN027.chr1.maternal:133712596-133790735	PAN028.chr1.haplotype2:133737919-133816069
PAN010.chr1.haplotype2:134609509-135701456	PAN027.chr1.maternal:133988986-135080933	PAN028.chr1.haplotype2:134014320-135106267
PAN010.chr1.haplotype2:136990244-141619766	PAN027.chr1.maternal:136736204-141365726	PAN028.chr1.haplotype2:136275284-140904806
PAN010.chr1.haplotype2:141597736-143697712	PAN027.chr1.maternal:141343696-143443653	PAN028.chr1.haplotype2:140882776-142982757
PAN010.chr1.haplotype2:143672575-144492800	PAN027.chr1.maternal:143418516-144238739	PAN028.chr1.haplotype2:142957620-143777844
PAN010.chr1.haplotype2:144470190-145193296	PAN027.chr1.maternal:144216130-144939231	PAN028.chr1.haplotype2:143755234-144478342
PAN010.chr1.haplotype2:145171861-145396517	PAN027.chr1.maternal:144917796-145142448	PAN028.chr1.haplotype2:144456906-144681560
PAN010.chr1.haplotype2:145370746-150450530	PAN027.chr1.maternal:145116677-150196405	PAN028.chr1.haplotype2:144655789-149735588
PAN010.chr1.haplotype2:150424575-152234334	PAN027.chr1.maternal:150170450-151980199	PAN028.chr1.haplotype2:149709633-151519395
PAN010.chr1.haplotype2:152224845-153697485	PAN027.chr1.maternal:151970710-153443348	PAN028.chr1.haplotype2:151509906-152982560
PAN010.chr1.haplotype2:153679344-154806086	PAN027.chr1.maternal:153425207-154551941	PAN028.chr1.haplotype2:152964417-154091172
PAN010.chr1.haplotype2:154789264-155288914	PAN027.chr1.maternal:154535119-155034756	PAN028.chr1.haplotype2:154074349-154574001
PAN010.chr1.haplotype2:155354959-155877636	PAN027.chr1.maternal:155100801-155623478	PAN028.chr1.haplotype2:154640047-155162726
PAN010.chr1.haplotype2:155905391-157424488	PAN027.chr1.maternal:155651233-157170325	PAN028.chr1.haplotype2:155190481-156709577
PAN010.chr1.haplotype2:157396172-158109576	PAN027.chr1.maternal:157142009-157855412	PAN028.chr1.haplotype2:156681261-157394667
PAN010.chr1.haplotype2:231217741-231392999	PAN027.chr1.maternal:230889121-231064377	PAN028.chr1.haplotype1:234887537-235062796
PAN010.chr10.haplotype1:16140708-16183726	PAN027.chr10.maternal:16144692-16187709	PAN028.chr10.haplotype1:16142917-16185936
PAN010.chr10.haplotype1:16158141-19556631	PAN027.chr10.maternal:16162124-19560612	PAN028.chr10.haplotype1:16160351-19558858
PAN010.chr10.haplotype1:19535932-19751321	PAN027.chr10.maternal:19539913-19755301	PAN028.chr10.haplotype1:19538159-19753549
PAN010.chr10.haplotype1:19830004-22561537	PAN027.chr10.maternal:19833985-22565515	PAN028.chr10.haplotype1:19832234-22563787
PAN010.chr10.haplotype1:22544151-22586941	PAN027.chr10.maternal:22548129-22590919	PAN028.chr10.haplotype1:22546401-22589192
PAN010.chr10.haplotype1:22561587-25121806	PAN027.chr10.maternal:22565565-25125789	PAN028.chr10.haplotype1:22563837-25124071
PAN010.chr10.haplotype1:25097767-27521216	PAN027.chr10.maternal:25101750-27525189	PAN028.chr10.haplotype1:25100032-27523485
PAN010.chr10.haplotype1:27503456-30082894	PAN027.chr10.maternal:27507429-30086863	PAN028.chr10.haplotype1:27505725-30085175
PAN010.chr10.haplotype1:30061587-33495939	PAN027.chr10.maternal:30065556-33499881	PAN028.chr10.haplotype1:30063868-33498230
PAN010.chr10.haplotype1:33477293-33813710	PAN027.chr10.maternal:33481235-33817650	PAN028.chr10.haplotype1:33479584-33816000
PAN010.chr10.haplotype1:33775738-35060638	PAN027.chr10.maternal:33779679-35064570	PAN028.chr10.haplotype1:33778028-35062927
PAN010.chr10.haplotype1:35049454-37779263	PAN027.chr10.maternal:35053387-37783178	PAN028.chr10.haplotype1:35051743-37781555
PAN010.chr10.haplotype1:38591984-38908355	PAN027.chr10.maternal:38595899-38912270	PAN028.chr10.haplotype1:38594285-38910657
PAN010.chr10.haplotype1:38882125-38965040	PAN027.chr10.maternal:38886040-38968955	PAN028.chr10.haplotype1:38884427-38967342
PAN010.chr10.haplotype1:38956210-41980498	PAN027.chr10.maternal:38960125-41984413	PAN028.chr10.haplotype1:38958512-41982801
PAN010.chr10.haplotype1:41963895-42014253	PAN027.chr10.maternal:41967810-42018168	PAN028.chr10.haplotype1:41966198-42016556
PAN010.chr10.haplotype1:41992307-42292525	PAN027.chr10.maternal:41996222-42296440	PAN028.chr10.haplotype1:41994610-42294863
PAN010.chr10.haplotype1:42270363-43231437	PAN027.chr10.maternal:42274278-43235352	PAN028.chr10.haplotype1:42272602-43233740
PAN010.chr10.haplotype1:43211154-45009494	PAN027.chr10.maternal:43215069-45013390	PAN028.chr10.haplotype1:43213457-45011796
PAN010.chr10.haplotype1:44981713-48286060	PAN027.chr10.maternal:44985609-48289941	PAN028.chr10.haplotype1:44984015-48288365
PAN010.chr10.haplotype1:48408682-48779705	PAN027.chr10.maternal:48412563-48783583	PAN028.chr10.haplotype1:48410989-48782012
PAN010.chr10.haplotype1:48781036-49738411	PAN027.chr10.maternal:48784914-49742304	PAN028.chr10.haplotype1:48783343-49740715
PAN010.chr10.haplotype1:49718978-50001906	PAN027.chr10.maternal:49722873-50005799	PAN028.chr10.haplotype1:49721284-50004210
PAN010.chr10.haplotype1:50052120-51926641	PAN027.chr10.maternal:50056012-51930527	PAN028.chr10.haplotype1:50054423-51928949
PAN010.chr10.haplotype1:51903995-52037180	PAN027.chr10.maternal:51907881-52041065	PAN028.chr10.haplotype1:51906303-52039488
PAN010.chr10.haplotype1:52126892-53536374	PAN027.chr10.maternal:52130777-53540253	PAN028.chr10.haplotype1:52129201-53538689
PAN010.chr10.haplotype1:53556044-55215730	PAN027.chr10.maternal:53559923-55219600	PAN028.chr10.haplotype1:53558359-55218043
PAN010.chr10.haplotype1:55091950-58606403	PAN027.chr10.maternal:55095820-58610266	PAN028.chr10.haplotype1:55094262-58608721
PAN010.chr10.haplotype1:58584707-61616825	PAN027.chr10.maternal:58588571-61620686	PAN028.chr10.haplotype1:58587026-61619150
PAN010.chr10.haplotype1:61590477-62591535	PAN027.chr10.maternal:61594338-62595390	PAN028.chr10.haplotype1:61592802-62593855
PAN010.chr10.haplotype1:62564551-63530961	PAN027.chr10.maternal:62568406-63534811	PAN028.chr10.haplotype1:62566871-63533277
PAN010.chr10.haplotype1:63543288-66349352	PAN027.chr10.maternal:63547138-66353197	PAN028.chr10.haplotype1:63545605-66351679
PAN010.chr10.haplotype1:66337917-67215142	PAN027.chr10.maternal:66341762-67218986	PAN028.chr10.haplotype1:66340244-67217469
PAN010.chr10.haplotype1:67199961-71933489	PAN027.chr10.maternal:67203805-71937308	PAN028.chr10.haplotype1:67202288-71935814
PAN010.chr10.haplotype1:71911562-72712116	PAN027.chr10.maternal:71915381-72715930	PAN028.chr10.haplotype1:71913886-72714448
PAN010.chr10.haplotype1:72697602-74349117	PAN027.chr10.maternal:72701417-74352921	PAN028.chr10.haplotype1:72699933-74351454
PAN010.chr10.haplotype1:74325382-76374129	PAN027.chr10.maternal:74329186-76377924	PAN028.chr10.haplotype1:74327719-76376467
PAN010.chr10.haplotype1:7574988-16161818	PAN027.chr10.maternal:7578997-16165801	PAN028.chr10.haplotype1:7577143-16164028
PAN010.chr10.haplotype1:76368894-77402040	PAN027.chr10.maternal:76372689-77405836	PAN028.chr10.haplotype1:76371232-77404380
PAN010.chr10.haplotype1:77379727-77605813	PAN027.chr10.maternal:77383523-77609609	PAN028.chr10.haplotype1:77382067-77608155
PAN010.chr10.haplotype1:77588699-77731012	PAN027.chr10.maternal:77592495-77734807	PAN028.chr10.haplotype1:77591041-77733354
PAN010.chr10.haplotype1:77719368-77910533	PAN027.chr10.maternal:77723163-77914329	PAN028.chr10.haplotype1:77721710-77912878
PAN010.chr10.haplotype1:77888376-77963852	PAN027.chr10.maternal:77892172-77967648	PAN028.chr10.haplotype1:77890721-77966198
PAN010.chr10.haplotype1:77948343-78187264	PAN027.chr10.maternal:77952139-78191059	PAN028.chr10.haplotype1:77950688-78189610
PAN010.chr10.haplotype1:78155690-78392534	PAN027.chr10.maternal:78159485-78396324	PAN028.chr10.haplotype1:78158036-78394876
PAN010.chr10.haplotype1:78344964-78736583	PAN027.chr10.maternal:78348754-78740371	PAN028.chr10.haplotype1:78347306-78738924
PAN010.chr10.haplotype1:78738631-78892820	PAN027.chr10.maternal:78742419-78896607	PAN028.chr10.haplotype1:78740972-78895162
PAN010.chr10.haplotype1:78872133-79758690	PAN027.chr10.maternal:78875920-79762476	PAN028.chr10.haplotype1:78874475-79761037
PAN010.chr10.haplotype2:101892594-102412832	PAN027.chr10.maternal:101766977-102287209	PAN028.chr10.haplotype1:101768332-102288572
PAN010.chr10.haplotype2:102478472-103466383	PAN027.chr10.maternal:102352850-103340743	PAN028.chr10.haplotype1:102354214-103342118
PAN010.chr10.haplotype2:103812073-104098405	PAN027.chr10.maternal:103686431-103972757	PAN028.chr10.haplotype1:103687813-103974143
PAN010.chr10.haplotype2:104090827-104872572	PAN027.chr10.maternal:103965179-104746921	PAN028.chr10.haplotype1:103966565-104748317
PAN010.chr10.haplotype2:104884571-105253794	PAN027.chr10.maternal:104758920-105128137	PAN028.chr10.haplotype1:104760316-105129533
PAN010.chr10.haplotype2:105277903-108932412	PAN027.chr10.maternal:105152246-108806749	PAN028.chr10.haplotype1:105153642-108808154
PAN010.chr10.haplotype2:108747612-113188370	PAN027.chr10.maternal:108621954-113062694	PAN028.chr10.haplotype1:108623359-113064121
PAN010.chr10.haplotype2:113178931-114741779	PAN027.chr10.maternal:113053255-114616087	PAN028.chr10.haplotype1:113054682-114617523
PAN010.chr10.haplotype2:114722020-114747886	PAN027.chr10.maternal:114596328-114622194	PAN028.chr10.haplotype1:114597764-114623630
PAN010.chr10.haplotype2:114738029-116408132	PAN027.chr10.maternal:114612337-116282437	PAN028.chr10.haplotype1:114613773-116283879
PAN010.chr10.haplotype2:116375702-119272811	PAN027.chr10.maternal:116250009-119147116	PAN028.chr10.haplotype1:116251449-119148563
PAN010.chr10.haplotype2:119261730-119837575	PAN027.chr10.maternal:119136035-119711877	PAN028.chr10.haplotype1:119137482-119713334
PAN010.chr10.haplotype2:119835373-123284275	PAN027.chr10.maternal:119709675-123158535	PAN028.chr10.haplotype1:119711132-123160029
PAN010.chr10.haplotype2:123190423-123552775	PAN027.chr10.maternal:123064683-123427037	PAN028.chr10.haplotype1:123066178-123428529
PAN010.chr10.haplotype2:123587597-123732940	PAN027.chr10.maternal:123461863-123607206	PAN028.chr10.haplotype1:123463355-123608698
PAN010.chr10.haplotype2:123695212-123737951	PAN027.chr10.maternal:123569478-123612217	PAN028.chr10.haplotype1:123570970-123613709
PAN010.chr10.haplotype2:123719817-124075918	PAN027.chr10.maternal:123594083-123950182	PAN028.chr10.haplotype1:123595575-123951677
PAN010.chr10.haplotype2:124053308-124321783	PAN027.chr10.maternal:123927572-124196047	PAN028.chr10.haplotype1:123929066-124197543
PAN010.chr10.haplotype2:124298896-125346607	PAN027.chr10.maternal:124173160-125220864	PAN028.chr10.haplotype1:124174655-125222365
PAN010.chr10.haplotype2:125325596-127870820	PAN027.chr10.maternal:125199853-127745063	PAN028.chr10.haplotype1:125201354-127746582
PAN010.chr10.haplotype2:127850975-127929748	PAN027.chr10.maternal:127725217-127803991	PAN028.chr10.haplotype1:127726738-127805510
PAN010.chr10.haplotype2:127902752-129113378	PAN027.chr10.maternal:127776995-128987613	PAN028.chr10.haplotype1:127778514-128989136
PAN010.chr10.haplotype2:129092929-129923175	PAN027.chr10.maternal:128967164-129797407	PAN028.chr10.haplotype1:128968687-129798938
PAN010.chr10.haplotype2:129903539-132456670	PAN027.chr10.maternal:129777771-132330896	PAN028.chr10.haplotype1:129779302-132332428
PAN010.chr10.haplotype2:132467591-134044196	PAN027.chr10.maternal:132341817-133918426	PAN028.chr10.haplotype1:132343349-133919954
PAN010.chr10.haplotype2:134025354-134482469	PAN027.chr10.maternal:133899584-134356705	PAN028.chr10.haplotype1:133901112-134338366
PAN010.chr10.haplotype2:3261570-3746509	PAN027.chr10.maternal:3270909-3755846	PAN028.chr10.haplotype1:3269027-3753965
PAN010.chr10.haplotype2:3720822-3801084	PAN027.chr10.maternal:3730159-3810421	PAN028.chr10.haplotype1:3728278-3808541
PAN010.chr10.haplotype2:3775126-4520354	PAN027.chr10.maternal:3784463-4529689	PAN028.chr10.haplotype1:3782583-4527819
PAN010.chr10.haplotype2:4517225-7201431	PAN027.chr10.maternal:4526560-7210746	PAN028.chr10.haplotype1:4524690-7208900
PAN010.chr10.haplotype2:66908-608517	PAN027.chr10.maternal:70256-617868	PAN028.chr10.haplotype1:68105-616025
PAN010.chr10.haplotype2:686180-776028	PAN027.chr10.maternal:695531-785383	PAN028.chr10.haplotype1:693633-783488
PAN010.chr10.haplotype2:7182008-7521735	PAN027.chr10.maternal:7191323-7531058	PAN028.chr10.haplotype1:7189477-7529204
PAN010.chr10.haplotype2:761329-3284822	PAN027.chr10.maternal:770680-3294161	PAN028.chr10.haplotype1:768782-3292279
PAN010.chr11.haplotype1:100457597-100671484	PAN027.chr11.maternal:100436697-100650581	PAN028.chr11.haplotype1:100258445-100472329
PAN010.chr11.haplotype1:100648721-100880543	PAN027.chr11.maternal:100627818-100859639	PAN028.chr11.haplotype1:100449566-100681388
PAN010.chr11.haplotype1:100853845-103440401	PAN027.chr11.maternal:100832941-103419481	PAN028.chr11.haplotype1:100654690-103241247
PAN010.chr11.haplotype1:103418858-103672385	PAN027.chr11.maternal:103397938-103651465	PAN028.chr11.haplotype1:103219704-103473232
PAN010.chr11.haplotype1:104771942-106685868	PAN027.chr11.maternal:104751020-106664937	PAN028.chr11.haplotype1:104572796-106486725
PAN010.chr11.haplotype1:106676780-108327104	PAN027.chr11.maternal:106655849-108306170	PAN028.chr11.haplotype1:106477637-108127980
PAN010.chr11.haplotype1:108226501-109164153	PAN027.chr11.maternal:108205566-109143220	PAN028.chr11.haplotype1:108027374-108965033
PAN010.chr11.haplotype1:109973876-111056484	PAN027.chr11.maternal:109952937-111035534	PAN028.chr11.haplotype1:109774758-110857359
PAN010.chr11.haplotype1:111049669-113018262	PAN027.chr11.maternal:111028719-112997296	PAN028.chr11.haplotype1:110850544-112819124
PAN010.chr11.haplotype1:114495968-115533252	PAN027.chr11.maternal:114474996-115512275	PAN028.chr11.haplotype1:114296836-115334116
PAN010.chr11.haplotype1:11527384-11629060	PAN027.chr11.maternal:11410047-11511723	PAN028.chr11.haplotype1:11406869-11508545
PAN010.chr11.haplotype1:115513066-116556786	PAN027.chr11.maternal:115492089-116535803	PAN028.chr11.haplotype1:115313930-116357649
PAN010.chr11.haplotype1:11669254-12618832	PAN027.chr11.maternal:11551917-12501493	PAN028.chr11.haplotype1:11548739-12498319
PAN010.chr11.haplotype1:116758194-117892280	PAN027.chr11.maternal:116737209-117871284	PAN028.chr11.haplotype1:116559059-117693147
PAN010.chr11.haplotype1:118155402-118222327	PAN027.chr11.maternal:118134405-118201331	PAN028.chr11.haplotype1:117956275-118023200
PAN010.chr11.haplotype1:118200509-119203273	PAN027.chr11.maternal:118179513-119182266	PAN028.chr11.haplotype1:118001382-119004158
PAN010.chr11.haplotype1:119207779-119530969	PAN027.chr11.maternal:119186772-119509957	PAN028.chr11.haplotype1:119008664-119331852
PAN010.chr11.haplotype1:119589361-119853059	PAN027.chr11.maternal:119568347-119832041	PAN028.chr11.haplotype1:119390242-119653937
PAN010.chr11.haplotype1:119844184-120174677	PAN027.chr11.maternal:119823166-120153658	PAN028.chr11.haplotype1:119645062-119975556
PAN010.chr11.haplotype1:120150440-121436069	PAN027.chr11.maternal:120129421-121415049	PAN028.chr11.haplotype1:119951319-121236955
PAN010.chr11.haplotype1:121416172-121645145	PAN027.chr11.maternal:121395152-121624128	PAN028.chr11.haplotype1:121217059-121446036
PAN010.chr11.haplotype1:121618222-123339241	PAN027.chr11.maternal:121597205-123318215	PAN028.chr11.haplotype1:121419113-123140126
PAN010.chr11.haplotype1:123311178-123722298	PAN027.chr11.maternal:123290152-123701269	PAN028.chr11.haplotype1:123112063-123523186
PAN010.chr11.haplotype1:123702337-127135155	PAN027.chr11.maternal:123681308-127114112	PAN028.chr11.haplotype1:123503225-126936052
PAN010.chr11.haplotype1:12597907-14555140	PAN027.chr11.maternal:12480568-14437828	PAN028.chr11.haplotype1:12477394-14434659
PAN010.chr11.haplotype1:127001673-127161058	PAN027.chr11.maternal:126980630-127140015	PAN028.chr11.haplotype1:126802570-126961955
PAN010.chr11.haplotype1:127139210-128560531	PAN027.chr11.maternal:127118167-128539488	PAN028.chr11.haplotype1:126940107-128361433
PAN010.chr11.haplotype1:128589632-130195354	PAN027.chr11.maternal:128568590-130174305	PAN028.chr11.haplotype1:128390535-129996268
PAN010.chr11.haplotype1:14513239-15810767	PAN027.chr11.maternal:14395927-15693452	PAN028.chr11.haplotype1:14392758-15690281
PAN010.chr11.haplotype1:15817538-15899578	PAN027.chr11.maternal:15700223-15782263	PAN028.chr11.haplotype1:15697052-15779092
PAN010.chr11.haplotype1:15882700-17920221	PAN027.chr11.maternal:15765385-17802899	PAN028.chr11.haplotype1:15762214-17799733
PAN010.chr11.haplotype1:17896523-19774290	PAN027.chr11.maternal:17779201-19656962	PAN028.chr11.haplotype1:17776035-19653810
PAN010.chr11.haplotype1:19752867-23794526	PAN027.chr11.maternal:19635539-23677189	PAN028.chr11.haplotype1:19632387-23674063
PAN010.chr11.haplotype1:4536953-6470809	PAN027.chr11.maternal:4419632-6353486	PAN028.chr11.haplotype1:4416439-6350294
PAN010.chr11.haplotype1:6441723-11534417	PAN027.chr11.maternal:6324400-11417080	PAN028.chr11.haplotype1:6321208-11413902
PAN010.chr11.haplotype2:1052134-1317700	PAN027.chr11.maternal:1053865-1319430	PAN028.chr11.haplotype1:1050651-1316217
PAN010.chr11.haplotype2:130057151-130509144	PAN027.chr11.maternal:130167327-130619304	PAN028.chr11.haplotype1:129989290-130441271
PAN010.chr11.haplotype2:130678052-130885155	PAN027.chr11.maternal:130788209-130995312	PAN028.chr11.haplotype1:130610180-130817283
PAN010.chr11.haplotype2:130855951-130929830	PAN027.chr11.maternal:130966108-131039987	PAN028.chr11.haplotype1:130788079-130861958
PAN010.chr11.haplotype2:130907591-130934651	PAN027.chr11.maternal:131017748-131044808	PAN028.chr11.haplotype1:130839719-130866779
PAN010.chr11.haplotype2:130911276-131722634	PAN027.chr11.maternal:131021433-131832792	PAN028.chr11.haplotype1:130843404-131654764
PAN010.chr11.haplotype2:131711962-131934274	PAN027.chr11.maternal:131822120-132044432	PAN028.chr11.haplotype1:131644092-131866405
PAN010.chr11.haplotype2:131912764-133084820	PAN027.chr11.maternal:132022922-133194979	PAN028.chr11.haplotype1:131844895-133016958
PAN010.chr11.haplotype2:133064016-134306662	PAN027.chr11.maternal:133174175-134416823	PAN028.chr11.haplotype1:132996154-134238802
PAN010.chr11.haplotype2:1507086-2719240	PAN027.chr11.maternal:1508816-2720967	PAN028.chr11.haplotype1:1505605-2717762
PAN010.chr11.haplotype2:2728102-4442836	PAN027.chr11.maternal:2729829-4444574	PAN028.chr11.haplotype1:2726624-4441380
